nsf_proposal_links_v0,lead_researcher,team,goodness_score
https://www.nsf.gov/pubs/2026/nsf26000/nsf26000.htm,Miss Adriana Murray,"['Miss Adriana Murray', 'Karen Jones', 'Timothy Webster', 'Michelle Wells']",0.6
https://www.nsf.gov/pubs/2026/nsf26001/nsf26001.htm,Dustin Jackson,"['Dustin Jackson', 'Scott Campbell', 'Timothy Webster']",0.575
https://www.nsf.gov/pubs/2026/nsf26002/nsf26002.htm,Tyler Hill DVM,"['Tyler Hill DVM', 'Cindy Williams', 'Timothy Webster']",0.575
https://www.nsf.gov/pubs/2026/nsf26003/nsf26003.htm,Ashley Palmer,"['Ashley Palmer', 'Timothy Webster', 'Scott Campbell']",0.54375
https://www.nsf.gov/pubs/2026/nsf26004/nsf26004.htm,Tina Blankenship,"['Tina Blankenship', 'Julie Garcia', 'Stephanie Haynes', 'Joseph Bell']",0.6
https://www.nsf.gov/pubs/2026/nsf26005/nsf26005.htm,Daniel Barnett,"['Daniel Barnett', 'Scott Campbell', 'Anna Moore']",0.575
https://www.nsf.gov/pubs/2026/nsf26006/nsf26006.htm,Jennifer Berger,"['Jennifer Berger', 'Anna Moore', 'Amy Thornton', 'Stephen Mullins', 'Stephanie Haynes']",0.625
https://www.nsf.gov/pubs/2026/nsf26007/nsf26007.htm,Julie Larson,"['Julie Larson', 'Julie Garcia']",0.55
https://www.nsf.gov/pubs/2026/nsf26008/nsf26008.htm,Jessica Gaines,"['Jessica Gaines', 'Jason Arnold', 'Heather Hansen', 'Jamie Anderson']",0.6
https://www.nsf.gov/pubs/2026/nsf26009/nsf26009.htm,Lisa Tate,"['Lisa Tate', 'Anna Moore', 'Stephanie Haynes', 'Timothy Webster', 'Trevor Erickson']",0.625
https://www.nsf.gov/pubs/2026/nsf26010/nsf26010.htm,Melanie Harris,"['Melanie Harris', 'Jamie Anderson', 'Cindy Williams', 'Julie Garcia']",0.6
https://www.nsf.gov/pubs/2026/nsf26011/nsf26011.htm,Andrew Martin,"['Andrew Martin', 'Lori Dunn', 'Joseph Bell']",0.5333333333333333
https://www.nsf.gov/pubs/2026/nsf26012/nsf26012.htm,Gary Taylor,"['Gary Taylor', 'Trevor Erickson', 'Anna Moore', 'Stacy Miller']",0.6
https://www.nsf.gov/pubs/2026/nsf26013/nsf26013.htm,Miguel Smith,"['Miguel Smith', 'Trevor Erickson', 'Anthony Mccarthy', 'Amy Thornton']",0.6
https://www.nsf.gov/pubs/2026/nsf26014/nsf26014.htm,Vanessa Nelson,"['Vanessa Nelson', 'Stephen Mullins']",0.534375
https://www.nsf.gov/pubs/2026/nsf26015/nsf26015.htm,Cathy Bruce,"['Cathy Bruce', 'Scott Campbell', 'Stacy Miller', 'Joseph Bell', 'Amy Thornton']",0.625
https://www.nsf.gov/pubs/2026/nsf26016/nsf26016.htm,Jose Parks,"['Jose Parks', 'Timothy Webster', 'Trevor Erickson', 'Stephen Mullins']",0.6
https://www.nsf.gov/pubs/2026/nsf26017/nsf26017.htm,James Smith,"['James Smith', 'Anna Moore']",0.5083333333333333
